word,syllables,syllable_count,last_syllable,stressed_syllable_idx,stressed_syllable,first_letter,start_with_vowel,last_letter,end_with_vowel
manhã,"['ma', 'nhã']",2,nhã,1,nhã,m,False,ã,True
manuel,"['ma', 'nuel']",2,nuel,1,nuel,m,False,l,False
mar,['mar'],1,mar,1,mar,m,False,r,False
marcelina,"['mar', 'ce', 'li', 'na']",4,na,2,li,m,False,a,True
margarida,"['mar', 'ga', 'ri', 'da']",4,da,2,ri,m,False,a,True
maria,"['ma', 'ri', 'a']",3,a,2,ri,m,False,a,True
mariana,"['ma', 'ri', 'a', 'na']",4,na,2,a,m,False,a,True
marido,"['ma', 'ri', 'do']",3,do,2,ri,m,False,o,True
marques,"['mar', 'ques']",2,ques,2,mar,m,False,s,False
martins,"['mar', 'tins']",2,tins,1,tins,m,False,s,False
março,"['mar', 'ço']",2,ço,2,mar,m,False,o,True
mas,['mas'],1,mas,1,mas,m,False,s,False
matar,"['ma', 'tar']",2,tar,1,tar,m,False,r,False
mateus,"['ma', 'teus']",2,teus,1,teus,m,False,s,False
mathilde,"['ma', 'thil', 'de']",3,de,2,thil,m,False,e,True
matéria,"['ma', 'té', 'ri', 'a']",4,a,3,té,m,False,a,True
mau,['mau'],1,mau,1,mau,m,False,u,True
me,['me'],1,me,1,me,m,False,e,True
medicina,"['me', 'di', 'ci', 'na']",4,na,2,ci,m,False,a,True
medida,"['me', 'di', 'da']",3,da,2,di,m,False,a,True
medo,"['me', 'do']",2,do,2,me,m,False,o,True
meia,"['mei', 'a']",2,a,2,mei,m,False,a,True
meio,"['mei', 'o']",2,o,2,mei,m,False,o,True
meios,"['mei', 'os']",2,os,2,mei,m,False,s,False
melancolia,"['me', 'lan', 'co', 'li', 'a']",5,a,2,li,m,False,a,True
melchior,"['mel', 'chi', 'or']",3,or,1,or,m,False,r,False
melhor,"['me', 'lhor']",2,lhor,1,lhor,m,False,r,False
melhores,"['me', 'lho', 'res']",3,res,2,lho,m,False,s,False
memória,"['me', 'mó', 'ri', 'a']",4,a,3,mó,m,False,a,True
mendonça,"['men', 'don', 'ça']",3,ça,2,don,m,False,a,True
meneses,"['me', 'ne', 'ses']",3,ses,2,ne,m,False,s,False
menina,"['me', 'ni', 'na']",3,na,2,ni,m,False,a,True
menino,"['me', 'ni', 'no']",3,no,2,ni,m,False,o,True
meninos,"['me', 'ni', 'nos']",3,nos,2,ni,m,False,s,False
menor,"['me', 'nor']",2,nor,1,nor,m,False,r,False
menos,"['me', 'nos']",2,nos,2,me,m,False,s,False
merece,"['me', 're', 'ce']",3,ce,2,re,m,False,e,True
mesa,"['me', 'sa']",2,sa,2,me,m,False,a,True
meses,"['me', 'ses']",2,ses,2,me,m,False,s,False
mesma,"['mes', 'ma']",2,ma,2,mes,m,False,a,True
mesmas,"['mes', 'mas']",2,mas,2,mes,m,False,s,False
mesmo,"['mes', 'mo']",2,mo,2,mes,m,False,o,True
mesmos,"['mes', 'mos']",2,mos,2,mes,m,False,s,False
mess,['mess'],1,mess,1,mess,m,False,s,False
mestre,"['mes', 'tre']",2,tre,2,mes,m,False,e,True
metade,"['me', 'ta', 'de']",3,de,2,ta,m,False,e,True
meter,"['me', 'ter']",2,ter,1,ter,m,False,r,False
meteu,"['me', 'teu']",2,teu,1,teu,m,False,u,True
meu,['meu'],1,meu,1,meu,m,False,u,True
meus,['meus'],1,meus,1,meus,m,False,s,False
mil,['mil'],1,mil,1,mil,m,False,l,False
milagre,"['mi', 'la', 'gre']",3,gre,2,la,m,False,e,True
mim,['mim'],1,mim,1,mim,m,False,m,False
minas,"['mi', 'nas']",2,nas,2,mi,m,False,s,False
minha,"['mi', 'nha']",2,nha,2,mi,m,False,a,True
minhas,"['mi', 'nhas']",2,nhas,2,mi,m,False,s,False
ministro,"['mi', 'nis', 'tro']",3,tro,2,nis,m,False,o,True
ministros,"['mi', 'nis', 'tros']",3,tros,2,nis,m,False,s,False
ministério,"['mi', 'nis', 'té', 'ri', 'o']",5,o,3,té,m,False,o,True
minuto,"['mi', 'nu', 'to']",3,to,2,nu,m,False,o,True
minutos,"['mi', 'nu', 'tos']",3,tos,2,nu,m,False,s,False
mirto,"['mir', 'to']",2,to,2,mir,m,False,o,True
missa,"['mis', 'sa']",2,sa,2,mis,m,False,a,True
missão,"['mis', 'são']",2,são,1,são,m,False,o,True
misteriosa,"['mis', 'te', 'ri', 'o', 'sa']",5,sa,2,o,m,False,a,True
misterioso,"['mis', 'te', 'ri', 'o', 'so']",5,so,2,o,m,False,o,True
mistério,"['mis', 'té', 'ri', 'o']",4,o,3,té,m,False,o,True
miséria,"['mi', 'sé', 'ri', 'a']",4,a,3,sé,m,False,a,True
mocidade,"['mo', 'ci', 'da', 'de']",4,de,2,da,m,False,e,True
moda,"['mo', 'da']",2,da,2,mo,m,False,a,True
modo,"['mo', 'do']",2,do,2,mo,m,False,o,True
modos,"['mo', 'dos']",2,dos,2,mo,m,False,s,False
modéstia,"['mo', 'dés', 'ti', 'a']",4,a,3,dés,m,False,a,True
moleque,"['mo', 'le', 'que']",3,que,2,le,m,False,e,True
moléstia,"['mo', 'lés', 'ti', 'a']",4,a,3,lés,m,False,a,True
momento,"['mo', 'men', 'to']",3,to,2,men,m,False,o,True
morais,"['mo', 'ra', 'is']",3,is,2,ra,m,False,s,False
moral,"['mo', 'ral']",2,ral,1,ral,m,False,l,False
morava,"['mo', 'ra', 'va']",3,va,2,ra,m,False,a,True
morre,"['mor', 're']",2,re,2,mor,m,False,e,True
morrer,"['mor', 'rer']",2,rer,1,rer,m,False,r,False
morreu,"['mor', 'reu']",2,reu,1,reu,m,False,u,True
morta,"['mor', 'ta']",2,ta,2,mor,m,False,a,True
morte,"['mor', 'te']",2,te,2,mor,m,False,e,True
morto,"['mor', 'to']",2,to,2,mor,m,False,o,True
mortos,"['mor', 'tos']",2,tos,2,mor,m,False,s,False
mostra,"['mos', 'tra']",2,tra,2,mos,m,False,a,True
mostrar,"['mos', 'trar']",2,trar,1,trar,m,False,r,False
mostrou,"['mos', 'trou']",2,trou,1,trou,m,False,u,True
motivo,"['mo', 'ti', 'vo']",3,vo,2,ti,m,False,o,True
motivos,"['mo', 'ti', 'vos']",3,vos,2,ti,m,False,s,False
movimento,"['mo', 'vi', 'men', 'to']",4,to,2,men,m,False,o,True
moça,"['mo', 'ça']",2,ça,2,mo,m,False,a,True
moças,"['mo', 'ças']",2,ças,2,mo,m,False,s,False
moço,"['mo', 'ço']",2,ço,2,mo,m,False,o,True
mudança,"['mu', 'dan', 'ça']",3,ça,2,dan,m,False,a,True
mudar,"['mu', 'dar']",2,dar,1,dar,m,False,r,False
muita,"['mui', 'ta']",2,ta,2,mui,m,False,a,True
muitas,"['mui', 'tas']",2,tas,2,mui,m,False,s,False
muito,"['mui', 'to']",2,to,2,mui,m,False,o,True
muitos,"['mui', 'tos']",2,tos,2,mui,m,False,s,False
mulher,"['mu', 'lher']",2,lher,1,lher,m,False,r,False
mulheres,"['mu', 'lhe', 'res']",3,res,2,lhe,m,False,s,False
multidão,"['mul', 'ti', 'dão']",3,dão,1,dão,m,False,o,True
mundo,"['mun', 'do']",2,do,2,mun,m,False,o,True
municipal,"['mu', 'ni', 'ci', 'pal']",4,pal,1,pal,m,False,l,False
murmurou,"['mur', 'mu', 'rou']",3,rou,1,rou,m,False,u,True
musa,"['mu', 'sa']",2,sa,2,mu,m,False,a,True
musas,"['mu', 'sas']",2,sas,2,mu,m,False,s,False
má,['má'],1,má,1,má,m,False,á,True
máquina,"['má', 'qui', 'na']",3,na,3,má,m,False,a,True
máximo,"['má', 'xi', 'mo']",3,mo,3,má,m,False,o,True
mãe,['mãe'],1,mãe,1,mãe,m,False,e,True
mão,['mão'],1,mão,1,mão,m,False,o,True
mãos,['mãos'],1,mãos,1,mãos,m,False,s,False
médico,"['mé', 'di', 'co']",3,co,3,mé,m,False,o,True
mérito,"['mé', 'ri', 'to']",3,to,3,mé,m,False,o,True
mês,['mês'],1,mês,1,mês,m,False,s,False
mônica,"['mô', 'ni', 'ca']",3,ca,3,mô,m,False,a,True
música,"['músi', 'ca']",2,ca,2,músi,m,False,a,True
na,['na'],1,na,1,na,n,False,a,True
nacional,"['na', 'ci', 'o', 'nal']",4,nal,1,nal,n,False,l,False
nada,"['na', 'da']",2,da,2,na,n,False,a,True
namorado,"['na', 'mo', 'ra', 'do']",4,do,2,ra,n,False,o,True
namorados,"['na', 'mo', 'ra', 'dos']",4,dos,2,ra,n,False,s,False
namoro,"['na', 'mo', 'ro']",3,ro,2,mo,n,False,o,True
nancy,"['nan', 'cy']",2,cy,2,nan,n,False,y,False
naquela,"['na', 'que', 'la']",3,la,2,que,n,False,a,True
naquele,"['na', 'que', 'le']",3,le,2,que,n,False,e,True
nariz,"['na', 'riz']",2,riz,1,riz,n,False,z,False
narração,"['nar', 'ra', 'ção']",3,ção,1,ção,n,False,o,True
nas,['nas'],1,nas,1,nas,n,False,s,False
nascer,"['nas', 'cer']",2,cer,1,cer,n,False,r,False
nasceu,"['nas', 'ceu']",2,ceu,1,ceu,n,False,u,True
natividade,"['na', 'ti', 'vi', 'da', 'de']",5,de,2,da,n,False,e,True
naturais,"['na', 'tu', 'ra', 'is']",4,is,2,ra,n,False,s,False
natural,"['na', 'tu', 'ral']",3,ral,1,ral,n,False,l,False
naturalmente,"['na', 'tu', 'ral', 'men', 'te']",5,te,2,men,n,False,e,True
natureza,"['na', 'tu', 're', 'za']",4,za,2,re,n,False,a,True
navio,"['na', 'vi', 'o']",3,o,2,vi,n,False,o,True
nação,"['na', 'ção']",2,ção,1,ção,n,False,o,True
necessidade,"['ne', 'ces', 'si', 'da', 'de']",5,de,2,da,n,False,e,True
necessária,"['ne', 'ces', 'sá', 'ri', 'a']",5,a,3,sá,n,False,a,True
necessário,"['ne', 'ces', 'sá', 'ri', 'o']",5,o,3,sá,n,False,o,True
negar,"['ne', 'gar']",2,gar,1,gar,n,False,r,False
negócio,"['ne', 'gó', 'ci', 'o']",4,o,3,gó,n,False,o,True
negócios,"['ne', 'gó', 'ci', 'os']",4,os,3,gó,n,False,s,False
nela,"['ne', 'la']",2,la,2,ne,n,False,a,True
nele,"['ne', 'le']",2,le,2,ne,n,False,e,True
nem,['nem'],1,nem,1,nem,n,False,m,False
nenhum,"['ne', 'nhum']",2,nhum,1,nhum,n,False,m,False
nenhuma,"['ne', 'nhu', 'ma']",3,ma,2,nhu,n,False,a,True
nessa,"['nes', 'sa']",2,sa,2,nes,n,False,a,True
nessas,"['nes', 'sas']",2,sas,2,nes,n,False,s,False
nesse,"['nes', 'se']",2,se,2,nes,n,False,e,True
nesta,"['nes', 'ta']",2,ta,2,nes,n,False,a,True
nestas,"['nes', 'tas']",2,tas,2,nes,n,False,s,False
neste,"['nes', 'te']",2,te,2,nes,n,False,e,True
nestes,"['nes', 'tes']",2,tes,2,nes,n,False,s,False
neves,"['ne', 'ves']",2,ves,2,ne,n,False,s,False
ninguém,"['nin', 'gu', 'ém']",3,ém,1,ém,n,False,m,False
nisso,"['nis', 'so']",2,so,2,nis,n,False,o,True
nisto,"['nis', 'to']",2,to,2,nis,n,False,o,True
no,['no'],1,no,1,no,n,False,o,True
nobre,"['no', 'bre']",2,bre,2,no,n,False,e,True
noite,"['noi', 'te']",2,te,2,noi,n,False,e,True
noites,"['noi', 'tes']",2,tes,2,noi,n,False,s,False
noiva,"['noi', 'va']",2,va,2,noi,n,False,a,True
noivo,"['noi', 'vo']",2,vo,2,noi,n,False,o,True
noivos,"['noi', 'vos']",2,vos,2,noi,n,False,s,False
nome,"['no', 'me']",2,me,2,no,n,False,e,True
nomes,"['no', 'mes']",2,mes,2,no,n,False,s,False
norte,"['nor', 'te']",2,te,2,nor,n,False,e,True
nos,['nos'],1,nos,1,nos,n,False,s,False
nossa,"['nos', 'sa']",2,sa,2,nos,n,False,a,True
nossas,"['nos', 'sas']",2,sas,2,nos,n,False,s,False
nosso,"['nos', 'so']",2,so,2,nos,n,False,o,True
nossos,"['nos', 'sos']",2,sos,2,nos,n,False,s,False
nota,"['no', 'ta']",2,ta,2,no,n,False,a,True
notar,"['no', 'tar']",2,tar,1,tar,n,False,r,False
notas,"['no', 'tas']",2,tas,2,no,n,False,s,False
notícia,"['no', 'tí', 'ci', 'a']",4,a,3,tí,n,False,a,True
notícias,"['no', 'tí', 'ci', 'as']",4,as,3,tí,n,False,s,False
nova,"['no', 'va']",2,va,2,no,n,False,a,True
novas,"['no', 'vas']",2,vas,2,no,n,False,s,False
nove,"['no', 've']",2,ve,2,no,n,False,e,True
novembro,"['no', 'vem', 'bro']",3,bro,2,vem,n,False,o,True
novidade,"['no', 'vi', 'da', 'de']",4,de,2,da,n,False,e,True
novo,"['no', 'vo']",2,vo,2,no,n,False,o,True
novos,"['no', 'vos']",2,vos,2,no,n,False,s,False
num,['num'],1,num,1,num,n,False,m,False
numa,"['nu', 'ma']",2,ma,2,nu,n,False,a,True
nunca,"['nun', 'ca']",2,ca,2,nun,n,False,a,True
nuvem,"['nu', 'vem']",2,vem,2,nu,n,False,m,False
nuvens,"['nu', 'vens']",2,vens,2,nu,n,False,s,False
não,['não'],1,não,1,não,n,False,o,True
nós,['nós'],1,nós,1,nós,n,False,s,False
número,"['nú', 'me', 'ro']",3,ro,3,nú,n,False,o,True
objeto,"['ob', 'je', 'to']",3,to,2,je,o,True,o,True
objetos,"['ob', 'je', 'tos']",3,tos,2,je,o,True,s,False
obra,"['o', 'bra']",2,bra,2,o,o,True,a,True
obras,"['o', 'bras']",2,bras,2,o,o,True,s,False
obrigado,"['o', 'bri', 'ga', 'do']",4,do,2,ga,o,True,o,True
obrigação,"['o', 'bri', 'ga', 'ção']",4,ção,1,ção,o,True,o,True
observação,"['ob', 'ser', 'va', 'ção']",4,ção,1,ção,o,True,o,True
observou,"['ob', 'ser', 'vou']",3,vou,1,vou,o,True,u,True
obstante,"['obs', 'tan', 'te']",3,te,2,tan,o,True,e,True
obstáculo,"['obs', 'tá', 'cu', 'lo']",4,lo,3,tá,o,True,o,True
obter,"['ob', 'ter']",2,ter,1,ter,o,True,r,False
ocasião,"['o', 'ca', 'si', 'ão']",4,ão,1,ão,o,True,o,True
ocasiões,"['o', 'ca', 'si', 'ões']",4,ões,1,ões,o,True,s,False
oceano,"['o', 'ce', 'a', 'no']",4,no,2,a,o,True,o,True
oficial,"['o', 'fi', 'ci', 'al']",4,al,1,al,o,True,l,False
ofício,"['o', 'fí', 'ci', 'o']",4,o,3,fí,o,True,o,True
oh,['oh'],1,oh,1,oh,o,True,h,False
oito,"['oi', 'to']",2,to,2,oi,o,True,o,True
olha,"['o', 'lha']",2,lha,2,o,o,True,a,True
olhando,"['o', 'lhan', 'do']",3,do,2,lhan,o,True,o,True
olhar,"['o', 'lhar']",2,lhar,1,lhar,o,True,r,False
olhava,"['o', 'lha', 'va']",3,va,2,lha,o,True,a,True
olhe,"['o', 'lhe']",2,lhe,2,o,o,True,e,True
olho,"['o', 'lho']",2,lho,2,o,o,True,o,True
olhos,"['o', 'lhos']",2,lhos,2,o,o,True,s,False
olhou,"['o', 'lhou']",2,lhou,1,lhou,o,True,u,True
oliveira,"['o', 'li', 'vei', 'ra']",4,ra,2,vei,o,True,a,True
oliver,"['o', 'li', 'ver']",3,ver,1,ver,o,True,r,False
ombros,"['om', 'bros']",2,bros,2,om,o,True,s,False
onda,"['on', 'da']",2,da,2,on,o,True,a,True
onde,"['on', 'de']",2,de,2,on,o,True,e,True
ontem,"['on', 'tem']",2,tem,2,on,o,True,m,False
onze,"['on', 'ze']",2,ze,2,on,o,True,e,True
opinião,"['o', 'pi', 'ni', 'ão']",4,ão,1,ão,o,True,o,True
opiniões,"['o', 'pi', 'ni', 'ões']",4,ões,1,ões,o,True,s,False
oposição,"['o', 'po', 'si', 'ção']",4,ção,1,ção,o,True,o,True
ora,"['o', 'ra']",2,ra,2,o,o,True,a,True
orador,"['o', 'ra', 'dor']",3,dor,1,dor,o,True,r,False
ordem,"['or', 'dem']",2,dem,2,or,o,True,m,False
ordens,"['or', 'dens']",2,dens,2,or,o,True,s,False
orgulho,"['or', 'gu', 'lho']",3,lho,2,gu,o,True,o,True
origem,"['o', 'ri', 'gem']",3,gem,2,ri,o,True,m,False
original,"['o', 'ri', 'gi', 'nal']",4,nal,1,nal,o,True,l,False
originalmente,"['o', 'ri', 'gi', 'nal', 'men', 'te']",6,te,2,men,o,True,e,True
os,['os'],1,os,1,os,o,True,s,False
ou,['ou'],1,ou,1,ou,o,True,u,True
ouro,"['ou', 'ro']",2,ro,2,ou,o,True,o,True
outra,"['ou', 'tra']",2,tra,2,ou,o,True,a,True
outras,"['ou', 'tras']",2,tras,2,ou,o,True,s,False
outro,"['ou', 'tro']",2,tro,2,ou,o,True,o,True
outrora,"['ou', 'tro', 'ra']",3,ra,2,tro,o,True,a,True
outros,"['ou', 'tros']",2,tros,2,ou,o,True,s,False
outubro,"['ou', 'tu', 'bro']",3,bro,2,tu,o,True,o,True
ouve,"['ou', 've']",2,ve,2,ou,o,True,e,True
ouvi,"['ou', 'vi']",2,vi,1,vi,o,True,i,True
ouvia,"['ou', 'vi', 'a']",3,a,2,vi,o,True,a,True
ouvido,"['ou', 'vi', 'do']",3,do,2,vi,o,True,o,True
ouvidor,"['ou', 'vi', 'dor']",3,dor,1,dor,o,True,r,False
ouvidos,"['ou', 'vi', 'dos']",3,dos,2,vi,o,True,s,False
ouvindo,"['ou', 'vin', 'do']",3,do,2,vin,o,True,o,True
ouvir,"['ou', 'vir']",2,vir,1,vir,o,True,r,False
ouvira,"['ou', 'vi', 'ra']",3,ra,2,vi,o,True,a,True
ouviu,"['ou', 'vi', 'u']",3,u,2,vi,o,True,u,True
ouço,"['ou', 'ço']",2,ço,2,ou,o,True,o,True
paciência,"['pa', 'ci', 'ên', 'ci', 'a']",5,a,3,ên,p,False,a,True
padre,"['pa', 'dre']",2,dre,2,pa,p,False,e,True
padrinho,"['pa', 'dri', 'nho']",3,nho,2,dri,p,False,o,True
paga,"['pa', 'ga']",2,ga,2,pa,p,False,a,True
pagar,"['pa', 'gar']",2,gar,1,gar,p,False,r,False
pai,['pai'],1,pai,1,pai,p,False,i,True
pais,"['pa', 'is']",2,is,2,pa,p,False,s,False
paixão,"['pai', 'xão']",2,xão,1,xão,p,False,o,True
paixões,"['pai', 'xões']",2,xões,1,xões,p,False,s,False
palavra,"['pa', 'la', 'vra']",3,vra,2,la,p,False,a,True
palavras,"['pa', 'la', 'vras']",3,vras,2,la,p,False,s,False
palha,"['pa', 'lha']",2,lha,2,pa,p,False,a,True
palmas,"['pal', 'mas']",2,mas,2,pal,p,False,s,False
pano,"['pa', 'no']",2,no,2,pa,p,False,o,True
pança,"['pan', 'ça']",2,ça,2,pan,p,False,a,True
papai,"['pa', 'pai']",2,pai,1,pai,p,False,i,True
papel,"['pa', 'pel']",2,pel,1,pel,p,False,l,False
papéis,"['pa', 'péis']",2,péis,1,péis,p,False,s,False
par,['par'],1,par,1,par,p,False,r,False
para,"['pa', 'ra']",2,ra,2,pa,p,False,a,True
parar,"['pa', 'rar']",2,rar,1,rar,p,False,r,False
parece,"['pa', 're', 'ce']",3,ce,2,re,p,False,e,True
parecem,"['pa', 're', 'cem']",3,cem,2,re,p,False,m,False
parecer,"['pa', 're', 'cer']",3,cer,1,cer,p,False,r,False
pareceu,"['pa', 're', 'ceu']",3,ceu,1,ceu,p,False,u,True
parecia,"['pa', 're', 'ci', 'a']",4,a,2,ci,p,False,a,True
pareciam,"['pa', 're', 'ci', 'am']",4,am,2,ci,p,False,m,False
parede,"['pa', 're', 'de']",3,de,2,re,p,False,e,True
paredes,"['pa', 're', 'des']",3,des,2,re,p,False,s,False
parente,"['pa', 'ren', 'te']",3,te,2,ren,p,False,e,True
parentes,"['pa', 'ren', 'tes']",3,tes,2,ren,p,False,s,False
paris,"['pa', 'ris']",2,ris,1,ris,p,False,s,False
parlamento,"['par', 'la', 'men', 'to']",4,to,2,men,p,False,o,True
parou,"['pa', 'rou']",2,rou,1,rou,p,False,u,True
parte,"['par', 'te']",2,te,2,par,p,False,e,True
partes,"['par', 'tes']",2,tes,2,par,p,False,s,False
particular,"['par', 'ti', 'cu', 'lar']",4,lar,1,lar,p,False,r,False
partida,"['par', 'ti', 'da']",3,da,2,ti,p,False,a,True
partido,"['par', 'ti', 'do']",3,do,2,ti,p,False,o,True
partidos,"['par', 'ti', 'dos']",3,dos,2,ti,p,False,s,False
partir,"['par', 'tir']",2,tir,1,tir,p,False,r,False
passa,"['pas', 'sa']",2,sa,2,pas,p,False,a,True
passada,"['pas', 'sa', 'da']",3,da,2,sa,p,False,a,True
passado,"['pas', 'sa', 'do']",3,do,2,sa,p,False,o,True
passagem,"['pas', 'sa', 'gem']",3,gem,2,sa,p,False,m,False
passam,"['pas', 'sam']",2,sam,2,pas,p,False,m,False
passando,"['pas', 'san', 'do']",3,do,2,san,p,False,o,True
passar,"['pas', 'sar']",2,sar,1,sar,p,False,r,False
passara,"['pas', 'sa', 'ra']",3,ra,2,sa,p,False,a,True
passaram,"['pas', 'sa', 'ram']",3,ram,2,sa,p,False,m,False
passava,"['pas', 'sa', 'va']",3,va,2,sa,p,False,a,True
passear,"['pas', 'se', 'ar']",3,ar,1,ar,p,False,r,False
passeio,"['pas', 'sei', 'o']",3,o,2,sei,p,False,o,True
passo,"['pas', 'so']",2,so,2,pas,p,False,o,True
passos,"['pas', 'sos']",2,sos,2,pas,p,False,s,False
passou,"['pas', 'sou']",2,sou,1,sou,p,False,u,True
pau,['pau'],1,pau,1,pau,p,False,u,True
paula,"['pau', 'la']",2,la,2,pau,p,False,a,True
paulo,"['pau', 'lo']",2,lo,2,pau,p,False,o,True
pausa,"['pau', 'sa']",2,sa,2,pau,p,False,a,True
paz,['paz'],1,paz,1,paz,p,False,z,False
país,"['pa', 'ís']",2,ís,1,ís,p,False,s,False
pecado,"['pe', 'ca', 'do']",3,do,2,ca,p,False,o,True
pedaço,"['pe', 'da', 'ço']",3,ço,2,da,p,False,o,True
pedaços,"['pe', 'da', 'ços']",3,ços,2,da,p,False,s,False
pede,"['pe', 'de']",2,de,2,pe,p,False,e,True
pedia,"['pe', 'di', 'a']",3,a,2,di,p,False,a,True
pedido,"['pe', 'di', 'do']",3,do,2,di,p,False,o,True
pedindo,"['pe', 'din', 'do']",3,do,2,din,p,False,o,True
pedir,"['pe', 'dir']",2,dir,1,dir,p,False,r,False
pediu,"['pe', 'di', 'u']",3,u,2,di,p,False,u,True
pedra,"['pe', 'dra']",2,dra,2,pe,p,False,a,True
pedras,"['pe', 'dras']",2,dras,2,pe,p,False,s,False
pedro,"['pe', 'dro']",2,dro,2,pe,p,False,o,True
pegou,"['pe', 'gou']",2,gou,1,gou,p,False,u,True
peito,"['pei', 'to']",2,to,2,pei,p,False,o,True
pela,"['pe', 'la']",2,la,2,pe,p,False,a,True
pelas,"['pe', 'las']",2,las,2,pe,p,False,s,False
pelo,"['pe', 'lo']",2,lo,2,pe,p,False,o,True
pelos,"['pe', 'los']",2,los,2,pe,p,False,s,False
pena,"['pe', 'na']",2,na,2,pe,p,False,a,True
pensa,"['pen', 'sa']",2,sa,2,pen,p,False,a,True
pensamento,"['pen', 'sa', 'men', 'to']",4,to,2,men,p,False,o,True
pensamentos,"['pen', 'sa', 'men', 'tos']",4,tos,2,men,p,False,s,False
pensando,"['pen', 'san', 'do']",3,do,2,san,p,False,o,True
pensar,"['pen', 'sar']",2,sar,1,sar,p,False,r,False
pensava,"['pen', 'sa', 'va']",3,va,2,sa,p,False,a,True
pensei,"['pen', 'sei']",2,sei,1,sei,p,False,i,True
penso,"['pen', 'so']",2,so,2,pen,p,False,o,True
pensou,"['pen', 'sou']",2,sou,1,sou,p,False,u,True
pequena,"['pe', 'que', 'na']",3,na,2,que,p,False,a,True
pequeno,"['pe', 'que', 'no']",3,no,2,que,p,False,o,True
pequenos,"['pe', 'que', 'nos']",3,nos,2,que,p,False,s,False
perde,"['per', 'de']",2,de,2,per,p,False,e,True
perder,"['per', 'der']",2,der,1,der,p,False,r,False
perdera,"['per', 'de', 'ra']",3,ra,2,de,p,False,a,True
perdeu,"['per', 'deu']",2,deu,1,deu,p,False,u,True
perdido,"['per', 'di', 'do']",3,do,2,di,p,False,o,True
perdão,"['per', 'dão']",2,dão,1,dão,p,False,o,True
perfeita,"['per', 'fei', 'ta']",3,ta,2,fei,p,False,a,True
perfeitamente,"['per', 'fei', 'ta', 'men', 'te']",5,te,2,men,p,False,e,True
perfeição,"['per', 'fei', 'ção']",3,ção,1,ção,p,False,o,True
pergunta,"['per', 'gun', 'ta']",3,ta,2,gun,p,False,a,True
perguntar,"['per', 'gun', 'tar']",3,tar,1,tar,p,False,r,False
perguntava,"['per', 'gun', 'ta', 'va']",4,va,2,ta,p,False,a,True
perguntei,"['per', 'gun', 'tei']",3,tei,1,tei,p,False,i,True
perguntou,"['per', 'gun', 'tou']",3,tou,1,tou,p,False,u,True
perigo,"['pe', 'ri', 'go']",3,go,2,ri,p,False,o,True
pernas,"['per', 'nas']",2,nas,2,per,p,False,s,False
personagens,"['per', 'so', 'na', 'gens']",4,gens,2,na,p,False,s,False
pertence,"['per', 'ten', 'ce']",3,ce,2,ten,p,False,e,True
perto,"['per', 'to']",2,to,2,per,p,False,o,True
período,"['pe', 'rí', 'o', 'do']",4,do,3,rí,p,False,o,True
pescoço,"['pes', 'co', 'ço']",3,ço,2,co,p,False,o,True
peso,"['pe', 'so']",2,so,2,pe,p,False,o,True
pessoa,"['pes', 'soa']",2,soa,1,soa,p,False,a,True
pessoal,"['pes', 'soal']",2,soal,1,soal,p,False,l,False
pessoas,"['pes', 'soas']",2,soas,1,soas,p,False,s,False
petrópolis,"['pe', 'tró', 'po', 'lis']",4,lis,3,tró,p,False,s,False
peça,"['pe', 'ça']",2,ça,2,pe,p,False,a,True
peças,"['pe', 'ças']",2,ças,2,pe,p,False,s,False
peço,"['pe', 'ço']",2,ço,2,pe,p,False,o,True
piano,"['pi', 'a', 'no']",3,no,2,a,p,False,o,True
piedade,"['pi', 'e', 'da', 'de']",4,de,2,da,p,False,e,True
pinheiro,"['pi', 'nhei', 'ro']",3,ro,2,nhei,p,False,o,True
pintura,"['pin', 'tu', 'ra']",3,ra,2,tu,p,False,a,True
pior,"['pi', 'or']",2,or,1,or,p,False,r,False
plano,"['pla', 'no']",2,no,2,pla,p,False,o,True
pobre,"['po', 'bre']",2,bre,2,po,p,False,e,True
pobres,"['po', 'bres']",2,bres,2,po,p,False,s,False
pode,"['po', 'de']",2,de,2,po,p,False,e,True
podem,"['po', 'dem']",2,dem,2,po,p,False,m,False
podemos,"['po', 'de', 'mos']",3,mos,2,de,p,False,s,False
podendo,"['po', 'den', 'do']",3,do,2,den,p,False,o,True
poder,"['po', 'der']",2,der,1,der,p,False,r,False
poderia,"['po', 'de', 'ri', 'a']",4,a,2,ri,p,False,a,True
poderá,"['po', 'de', 'rá']",3,rá,1,rá,p,False,á,True
podes,"['po', 'des']",2,des,2,po,p,False,s,False
podia,"['po', 'di', 'a']",3,a,2,di,p,False,a,True
podiam,"['po', 'di', 'am']",3,am,2,di,p,False,m,False
poema,"['poe', 'ma']",2,ma,2,poe,p,False,a,True
poesia,"['poe', 'si', 'a']",3,a,2,si,p,False,a,True
poeta,"['poe', 'ta']",2,ta,2,poe,p,False,a,True
poetas,"['poe', 'tas']",2,tas,2,poe,p,False,s,False
pois,['pois'],1,pois,1,pois,p,False,s,False
polícia,"['po', 'lí', 'ci', 'a']",4,a,3,lí,p,False,a,True
política,"['po', 'lí', 'ti', 'ca']",4,ca,3,lí,p,False,a,True
políticas,"['po', 'lí', 'ti', 'cas']",4,cas,3,lí,p,False,s,False
